ts_iso,container,stream,message
 2025-09-12T00:00:22.000000201Z ,nginx, stdout , 172.17.0.248 - - [2025/09/12:00:00:22 +0000]   GET /api HTTP/1.1   200 490   -     Go-http-client/1.1  
 2025-09-12T00:00:22.000000516Z ,app, stdout , INFO request handled ok 44
 2025-09-12T00:00:22.000000556Z ,nginx, stdout , 172.17.0.216 - - [2025/09/12:00:00:22 +0000]   GET /login HTTP/1.1   200 783   -     Mozilla/5.0  
 2025-09-12T00:00:22.000000688Z ,app, stdout , INFO request handled ok 45
 2025-09-12T00:00:22.000000947Z ,nginx, stdout , 172.17.0.4 - - [2025/09/12:00:00:22 +0000]   GET /login HTTP/1.1   200 498   -     k6/0.50  
 2025-09-12T00:00:23.000000051Z ,app, stdout , INFO request handled ok 47
 2025-09-12T00:00:23.000000148Z ,nginx, stdout , 172.17.0.136 - - [2025/09/12:00:00:23 +0000]   GET /login HTTP/1.1   200 1792   -     k6/0.50  
 2025-09-12T00:00:23.000000559Z ,nginx, stdout , 172.17.0.122 - - [2025/09/12:00:00:23 +0000]   GET /api HTTP/1.1   200 1831   -     k6/0.50  
 2025-09-12T00:00:23.000000719Z ,nginx, stdout , 172.17.0.195 - - [2025/09/12:00:00:23 +0000]   GET /notfound HTTP/1.1   200 489   -     Go-http-client/1.1  
 2025-09-12T00:00:23.000000750Z ,app, stdout , INFO request handled ok 46
 2025-09-12T00:00:24.000000398Z ,app, stdout , INFO request handled ok 48
 2025-09-12T00:00:24.000000486Z ,nginx, stdout , 172.17.0.166 - - [2025/09/12:00:00:24 +0000]   GET /notfound HTTP/1.1   200 1560   -     Mozilla/5.0  
 2025-09-12T00:00:24.000000506Z ,app, stdout , INFO request handled ok 49
 2025-09-12T00:00:24.000000780Z ,nginx, stdout , 172.17.0.131 - - [2025/09/12:00:00:24 +0000]   GET / HTTP/1.1   200 903   -     curl/8.4.0  
 2025-09-12T00:00:24.000000902Z ,nginx, stdout , 172.17.0.159 - - [2025/09/12:00:00:24 +0000]   GET /login HTTP/1.1   200 1560   -     Mozilla/5.0  
 2025-09-12T00:00:25.000000118Z ,nginx, stdout , 172.17.0.11 - - [2025/09/12:00:00:25 +0000]   GET / HTTP/1.1   200 1533   -     Mozilla/5.0  
 2025-09-12T00:00:25.000000273Z ,app, stdout , INFO request handled ok 51
 2025-09-12T00:00:25.000000445Z ,app, stdout , INFO request handled ok 50
 2025-09-12T00:00:25.000000734Z ,nginx, stdout , 172.17.0.42 - - [2025/09/12:00:00:25 +0000]   GET /health HTTP/1.1   200 443   -     curl/8.4.0  
 2025-09-12T00:00:25.000000975Z ,nginx, stdout , 172.17.0.26 - - [2025/09/12:00:00:25 +0000]   GET /notfound HTTP/1.1   200 1573   -     Mozilla/5.0  
 2025-09-12T00:00:26.000000253Z ,nginx, stdout , 172.17.0.54 - - [2025/09/12:00:00:26 +0000]   GET /notfound HTTP/1.1   404 1568   -     Go-http-client/1.1  
 2025-09-12T00:00:26.000000291Z ,app, stdout , INFO request handled ok 52
 2025-09-12T00:00:26.000000339Z ,nginx, stdout , 172.17.0.199 - - [2025/09/12:00:00:26 +0000]   GET /api HTTP/1.1   200 957   -     k6/0.50  
 2025-09-12T00:00:26.000000493Z ,nginx, stdout , 172.17.0.146 - - [2025/09/12:00:00:26 +0000]   GET /login HTTP/1.1   200 1483   -     Go-http-client/1.1  
 2025-09-12T00:00:26.000000617Z ,app, stdout , INFO request handled ok 53
 2025-09-12T00:00:27.000000044Z ,app, stdout , INFO request handled ok 54
 2025-09-12T00:00:27.000000334Z ,app, stdout , INFO request handled ok 55
 2025-09-12T00:00:27.000000395Z ,nginx, stderr , [error] 12#12: *1 upstream timed out (110: Connection timed out) while reading response header from upstream
 2025-09-12T00:00:27.000000480Z ,nginx, stdout , 172.17.0.72 - - [2025/09/12:00:00:27 +0000]   GET /static/logo.png HTTP/1.1   200 826   -     Mozilla/5.0  
 2025-09-12T00:00:27.000000785Z ,nginx, stdout , 172.17.0.129 - - [2025/09/12:00:00:27 +0000]   GET /api HTTP/1.1   200 1749   -     k6/0.50  
 2025-09-12T00:00:28.000000073Z ,nginx, stdout , 172.17.0.250 - - [2025/09/12:00:00:28 +0000]   GET / HTTP/1.1   200 517   -     k6/0.50  
 2025-09-12T00:00:28.000000357Z ,nginx, stdout , 172.17.0.163 - - [2025/09/12:00:00:28 +0000]   GET / HTTP/1.1   200 929   -     Mozilla/5.0  
 2025-09-12T00:00:28.000000682Z ,nginx, stdout , 172.17.0.36 - - [2025/09/12:00:00:28 +0000]   GET /notfound HTTP/1.1   200 459   -     Mozilla/5.0  
 2025-09-12T00:00:28.000000738Z ,app, stdout , INFO request handled ok 57
 2025-09-12T00:00:28.000000858Z ,app, stdout , INFO request handled ok 56
 2025-09-12T00:00:29.000000088Z ,nginx, stdout , 172.17.0.178 - - [2025/09/12:00:00:29 +0000]   GET / HTTP/1.1   200 1596   -     k6/0.50  
 2025-09-12T00:00:29.000000205Z ,nginx, stdout , 172.17.0.51 - - [2025/09/12:00:00:29 +0000]   GET / HTTP/1.1   200 923   -     k6/0.50  
 2025-09-12T00:00:29.000000362Z ,app, stdout , INFO request handled ok 58
 2025-09-12T00:00:29.000000744Z ,app, stdout , INFO request handled ok 59
 2025-09-12T00:00:29.000000880Z ,nginx, stdout , 172.17.0.120 - - [2025/09/12:00:00:29 +0000]   GET / HTTP/1.1   200 2001   -     Go-http-client/1.1  
 2025-09-12T00:00:30.000000156Z ,nginx, stdout , 172.17.0.207 - - [2025/09/12:00:00:30 +0000]   GET /notfound HTTP/1.1   404 463   -     k6/0.50  
 2025-09-12T00:00:30.000000290Z ,app, stdout , INFO request handled ok 60
 2025-09-12T00:00:30.000000450Z ,nginx, stdout , 172.17.0.39 - - [2025/09/12:00:00:30 +0000]   GET /login HTTP/1.1   404 1735   -     curl/8.4.0  
 2025-09-12T00:00:30.000000594Z ,app, stdout , INFO request handled ok 61
 2025-09-12T00:00:30.000000854Z ,nginx, stdout , 172.17.0.232 - - [2025/09/12:00:00:30 +0000]   GET /notfound HTTP/1.1   200 686   -     Mozilla/5.0  
 2025-09-12T00:00:31.000000277Z ,app, stdout , INFO request handled ok 63
 2025-09-12T00:00:31.000000461Z ,nginx, stdout , 172.17.0.210 - - [2025/09/12:00:00:31 +0000]   GET /notfound HTTP/1.1   200 39   -     k6/0.50  
 2025-09-12T00:00:31.000000600Z ,app, stdout , INFO request handled ok 62
 2025-09-12T00:00:31.000000667Z ,nginx, stdout , 172.17.0.154 - - [2025/09/12:00:00:31 +0000]   GET /notfound HTTP/1.1   200 993   -     curl/8.4.0  
 2025-09-12T00:00:31.000000928Z ,nginx, stdout , 172.17.0.113 - - [2025/09/12:00:00:31 +0000]   GET /login HTTP/1.1   200 678   -     curl/8.4.0  
 2025-09-12T00:00:32.000000052Z ,app, stdout , INFO request handled ok 64
 2025-09-12T00:00:32.000000202Z ,nginx, stdout , 172.17.0.116 - - [2025/09/12:00:00:32 +0000]   GET /notfound HTTP/1.1   200 318   -     k6/0.50  
 2025-09-12T00:00:32.000000264Z ,nginx, stdout , 172.17.0.86 - - [2025/09/12:00:00:32 +0000]   GET /health HTTP/1.1   200 1802   -     Go-http-client/1.1  
 2025-09-12T00:00:32.000000970Z ,app, stdout , INFO request handled ok 65
 2025-09-12T00:00:32.000000988Z ,nginx, stdout , 172.17.0.106 - - [2025/09/12:00:00:32 +0000]   GET / HTTP/1.1   200 808   -     Mozilla/5.0  
 2025-09-12T00:00:33.000000063Z ,app, stdout , INFO request handled ok 67
 2025-09-12T00:00:33.000000212Z ,nginx, stdout , 172.17.0.52 - - [2025/09/12:00:00:33 +0000]   GET /api HTTP/1.1   200 1685   -     curl/8.4.0  
 2025-09-12T00:00:33.000000238Z ,nginx, stdout , 172.17.0.77 - - [2025/09/12:00:00:33 +0000]   GET /api HTTP/1.1   200 29   -     Mozilla/5.0  
 2025-09-12T00:00:33.000000746Z ,nginx, stdout , 172.17.0.252 - - [2025/09/12:00:00:33 +0000]   GET /static/logo.png HTTP/1.1   200 303   -     k6/0.50  
 2025-09-12T00:00:33.000000748Z ,app, stdout , INFO request handled ok 66
 2025-09-12T00:00:34.000000064Z ,app, stdout , INFO request handled ok 69
 2025-09-12T00:00:34.000000122Z ,nginx, stdout , 172.17.0.151 - - [2025/09/12:00:00:34 +0000]   GET /static/logo.png HTTP/1.1   200 1893   -     k6/0.50  
 2025-09-12T00:00:34.000000171Z ,nginx, stdout , 172.17.0.148 - - [2025/09/12:00:00:34 +0000]   GET / HTTP/1.1   200 304   -     Go-http-client/1.1  
 2025-09-12T00:00:34.000000420Z ,nginx, stdout , 172.17.0.244 - - [2025/09/12:00:00:34 +0000]   GET /health HTTP/1.1   200 154   -     curl/8.4.0  
 2025-09-12T00:00:34.000000656Z ,app, stdout , INFO request handled ok 68
 2025-09-12T00:00:35.000000008Z ,nginx, stdout , 172.17.0.152 - - [2025/09/12:00:00:35 +0000]   GET /static/logo.png HTTP/1.1   200 1606   -     Go-http-client/1.1  
 2025-09-12T00:00:35.000000039Z ,nginx, stdout , 172.17.0.195 - - [2025/09/12:00:00:35 +0000]   GET /api HTTP/1.1   200 826   -     curl/8.4.0  
 2025-09-12T00:00:35.000000117Z ,app, stdout , INFO request handled ok 70
 2025-09-12T00:00:35.000000346Z ,nginx, stdout , 172.17.0.210 - - [2025/09/12:00:00:35 +0000]   GET /notfound HTTP/1.1   500 1086   -     Go-http-client/1.1  
 2025-09-12T00:00:35.000000382Z ,app, stdout , INFO request handled ok 71
 2025-09-12T00:00:36.000000168Z ,nginx, stdout , 172.17.0.91 - - [2025/09/12:00:00:36 +0000]   GET /login HTTP/1.1   200 1091   -     Mozilla/5.0  
 2025-09-12T00:00:36.000000228Z ,app, stdout , INFO request handled ok 72
 2025-09-12T00:00:36.000000567Z ,app, stdout , INFO request handled ok 73
 2025-09-12T00:00:36.000000590Z ,nginx, stdout , 172.17.0.183 - - [2025/09/12:00:00:36 +0000]   GET / HTTP/1.1   200 1055   -     Go-http-client/1.1  
 2025-09-12T00:00:36.000000758Z ,nginx, stdout , 172.17.0.49 - - [2025/09/12:00:00:36 +0000]   GET /health HTTP/1.1   200 415   -     Go-http-client/1.1  
 2025-09-12T00:00:37.000000122Z ,nginx, stdout , 172.17.0.140 - - [2025/09/12:00:00:37 +0000]   GET /notfound HTTP/1.1   404 1342   -     Go-http-client/1.1  
 2025-09-12T00:00:37.000000576Z ,nginx, stdout , 172.17.0.72 - - [2025/09/12:00:00:37 +0000]   GET /api HTTP/1.1   404 767   -     Go-http-client/1.1  
 2025-09-12T00:00:37.000000873Z ,app, stdout , INFO request handled ok 75
 2025-09-12T00:00:37.000000907Z ,app, stderr , ERROR db connection failed: timeout
 2025-09-12T00:00:37.000000948Z ,nginx, stdout , 172.17.0.38 - - [2025/09/12:00:00:37 +0000]   GET /api HTTP/1.1   200 621   -     curl/8.4.0  
 2025-09-12T00:00:38.000000230Z ,app, stdout , INFO request handled ok 76
 2025-09-12T00:00:38.000000311Z ,nginx, stdout , 172.17.0.147 - - [2025/09/12:00:00:38 +0000]   GET /login HTTP/1.1   200 678   -     k6/0.50  
 2025-09-12T00:00:38.000000404Z ,nginx, stdout , 172.17.0.133 - - [2025/09/12:00:00:38 +0000]   GET /login HTTP/1.1   200 2023   -     Go-http-client/1.1  
 2025-09-12T00:00:38.000000653Z ,app, stdout , INFO request handled ok 77
 2025-09-12T00:00:38.000000878Z ,nginx, stdout , 172.17.0.10 - - [2025/09/12:00:00:38 +0000]   GET /notfound HTTP/1.1   200 1895   -     curl/8.4.0  
 2025-09-12T00:00:39.000000191Z ,app, stdout , INFO request handled ok 78
 2025-09-12T00:00:39.000000484Z ,nginx, stdout , 172.17.0.115 - - [2025/09/12:00:00:39 +0000]   GET / HTTP/1.1   200 1093   -     Go-http-client/1.1  
 2025-09-12T00:00:39.000000509Z ,nginx, stdout , 172.17.0.77 - - [2025/09/12:00:00:39 +0000]   GET /notfound HTTP/1.1   200 244   -     Go-http-client/1.1  
 2025-09-12T00:00:39.000000596Z ,nginx, stdout , 172.17.0.181 - - [2025/09/12:00:00:39 +0000]   GET /static/logo.png HTTP/1.1   200 1764   -     curl/8.4.0  
 2025-09-12T00:00:39.000000756Z ,app, stdout , INFO request handled ok 79
 2025-09-12T00:00:40.000000341Z ,nginx, stdout , 172.17.0.190 - - [2025/09/12:00:00:40 +0000]   GET /health HTTP/1.1   404 639   -     Go-http-client/1.1  
 2025-09-12T00:00:40.000000636Z ,nginx, stdout , 172.17.0.61 - - [2025/09/12:00:00:40 +0000]   GET /api HTTP/1.1   200 1977   -     Mozilla/5.0  
 2025-09-12T00:00:40.000000874Z ,app, stdout , INFO request handled ok 81
